cycle,crack_len_mm
115,1.0232688932983403
116,1.023473588015261
117,1.0236783236793143
118,1.0238831002986915
119,1.024087917881585
120,1.0242927764361893
121,1.0244976759707003
122,1.0247026164933157
123,1.0249075980122349
124,1.0251126205356587
125,1.0253176840717892
126,1.0255227886288314
127,1.0257279342149905
128,1.025933120838474
129,1.0261383485074915
130,1.0263436172302531
131,1.0265489270149717
132,1.026754277869861
133,1.0269596698031371
134,1.0271651028230169
135,1.0273705769377195
136,1.0275760921554653
137,1.027781648484477
138,1.0279872459329782
139,1.0281928845091945
140,1.0283985642213531
141,1.0286042850776829
142,1.028810047086414
143,1.0290158502557794
144,1.0292216945940118
145,1.0294275801093473
146,1.0296335068100229
147,1.0298394747042772
148,1.0300454838003503
149,1.0302515341064848
150,1.030457625630924
151,1.0306637583819132
152,1.0308699323676993
153,1.0310761475965313
154,1.031282404076659
155,1.0314887018163346
156,1.0316950408238115
157,1.031901421107345
158,1.0321078426751917
159,1.0323143055356105
160,1.0325208096968617
161,1.0327273551672065
162,1.0329339419549088
163,1.0331405700682337
164,1.0333472395154477
165,1.0335539503048197
166,1.0337607024446192
167,1.0339674959431184
168,1.0341743308085907
169,1.0343812070493108
170,1.0345881246735558
171,1.0347950836896038
172,1.0350020841057348
173,1.0352091259302307
174,1.0354162091713746
175,1.0356233338374516
176,1.0358304999367485
177,1.036037707477553
178,1.036244956468156
179,1.0364522469168482
180,1.0366595788319235
181,1.0368669522216765
182,1.0370743670944038
183,1.037281823458404
184,1.0374893213219767
185,1.0376968606934234
186,1.0379044415810477
187,1.038112063993154
188,1.0383197279380494
189,1.0385274334240417
190,1.0387351804594411
191,1.038942969052559
192,1.0391507992117084
193,1.0393586709452045
194,1.0395665842613637
195,1.0397745391685043
196,1.0399825356749457
197,1.04019057378901
198,1.0403986535190202
199,1.040606774873301
200,1.0408149378601792
201,1.0410231424879826
202,1.0412313887650415
203,1.041439676699687
204,1.0416480063002524
205,1.0418563775750729
206,1.0420647905324847
207,1.0422732451808259
208,1.0424817415284364
209,1.0426902795836581
210,1.0428988593548336
211,1.0431074808503082
212,1.0433161440784284
213,1.0435248490475422
214,1.0437335957659994
215,1.0439423842421518
216,1.0441512144843526
217,1.0443600865009564
218,1.04456900030032
219,1.0447779558908015
220,1.044986953280761
221,1.0451959924785599
222,1.0454050734925613
223,1.0456141963311305
224,1.0458233610026337
225,1.0460325675154394
226,1.0462418158779174
227,1.0464511060984394
228,1.0466604381853786
229,1.04686981214711
230,1.0470792279920103
231,1.0472886857284578
232,1.0474981853648322
233,1.0477077269095156
234,1.0479173103708912
235,1.0481269357573437
236,1.0483366030772603
237,1.048546312339029
238,1.04875606355104
239,1.0489658567216849
240,1.0491756918593573
241,1.049385568972452
242,1.049595488069366
243,1.0498054491584978
244,1.0500154522482474
245,1.0502254973470166
246,1.050435584463209
247,1.0506457136052294
248,1.050855884781485
249,1.0510660980003845
250,1.0512763532703375
251,1.0514866505997564
252,1.0516969899970547
253,1.0519073714706475
254,1.0521177950289518
255,1.0523282606803863
256,1.0525387684333711
257,1.0527493182963286
258,1.052959910277682
259,1.053170544385857
260,1.0533812206292805
261,1.0535919390163813
262,1.0538026995555898
263,1.054013502255338
264,1.05422434712406
265,1.054435234170191
266,1.0546461634021684
267,1.0548571348284308
268,1.0550681484574187
269,1.0552792042975747
270,1.0554903023573425
271,1.0557014426451676
272,1.0559126251694975
273,1.056123849938781
274,1.0563351169614692
275,1.0565464262460138
276,1.0567577778008694
277,1.0569691716344916
278,1.0571806077553378
279,1.0573920861718673
280,1.0576036068925405
281,1.0578151699258205
282,1.058026775280171
283,1.0582384229640582
284,1.0584501129859498
285,1.0586618453543148
286,1.0588736200776243
287,1.0590854371643512
288,1.0592972966229695
289,1.0595091984619553
290,1.0597211426897868
291,1.0599331293149432
292,1.0601451583459054
293,1.0603572297911568
294,1.0605693436591814
295,1.060781499958466
296,1.060993698697498
297,1.0612059398847673
298,1.0614182235287655
299,1.0616305496379852
300,1.0618429182209215
301,1.0620553292860706
302,1.0622677828419307
303,1.0624802788970018
304,1.0626928174597852
305,1.0629053985387842
306,1.0631180221425038
307,1.0633306882794509
308,1.0635433969581334
309,1.0637561481870614
310,1.0639689419747471
311,1.0641817783297036
312,1.064394657260446
313,1.0646075787754912
314,1.064820542883358
315,1.0650335495925665
316,1.0652465989116384
317,1.0654596908490979
318,1.06567282541347
319,1.0658860026132821
320,1.0660992224570627
321,1.0663124849533423
322,1.0665257901106535
323,1.0667391379375297
324,1.0669525284425068
325,1.0671659616341223
326,1.0673794375209147
327,1.0675929561114252
328,1.067806517414196
329,1.0680201214377716
330,1.0682337681906975
331,1.0684474576815215
332,1.0686611899187926
333,1.0688749649110623
334,1.0690887826668827
335,1.0693026431948087
336,1.0695165465033964
337,1.0697304926012035
338,1.0699444814967893
339,1.0701585131987157
340,1.070372587715545
341,1.0705867050558424
342,1.0708008652281742
343,1.0710150682411084
344,1.0712293141032148
345,1.071443602823065
346,1.0716579344092323
347,1.0718723088702917
348,1.07208672621482
349,1.0723011864513952
350,1.0725156895885979
351,1.0727302356350097
352,1.0729448245992141
353,1.0731594564897966
354,1.073374131315344
355,1.073588849084445
356,1.0738036098056902
357,1.0740184134876718
358,1.0742332601389832
359,1.0744481497682206
360,1.074663082383981
361,1.0748780579948631
362,1.0750930766094682
363,1.0753081382363985
364,1.0755232428842583
365,1.0757383905616533
366,1.0759535812771914
367,1.076168815039482
368,1.0763840918571357
369,1.0765994117387656
370,1.0768147746929861
371,1.0770301807284137
372,1.0772456298536663
373,1.0774611220773633
374,1.0776766574081265
375,1.0778922358545788
376,1.078107857425345
377,1.078323522129052
378,1.0785392299743277
379,1.0787549809698023
380,1.0789707751241078
381,1.0791866124458775
382,1.0794024929437465
383,1.079618416626352
384,1.0798343835023325
385,1.0800503935803285
386,1.080266446868982
387,1.080482543376937
388,1.0806986831128391
389,1.0809148660853354
390,1.0811310923030752
391,1.0813473617747091
392,1.08156367450889
393,1.0817800305142715
394,1.08199642979951
395,1.082212872373263
396,1.0824293582441902
397,1.0826458874209526
398,1.082862459912213
399,1.0830790757266362
400,1.0832957348728884
401,1.083512437359638
402,1.0837291831955547
403,1.0839459723893097
404,1.0841628049495768
405,1.0843796808850308
406,1.0845966002043486
407,1.0848135629162086
408,1.085030569029291
409,1.085247618552278
410,1.085464711493853
411,1.0856818478627015
412,1.0858990276675111
413,1.0861162509169704
414,1.08633351761977
415,1.0865508277846023
416,1.086768181420162
417,1.086985578535144
418,1.087203019138247
419,1.0874205032381696
420,1.087638030843613
421,1.0878556019632806
422,1.0880732166058762
423,1.0882908747801066
424,1.0885085764946798
425,1.0887263217583056
426,1.0889441105796955
427,1.0891619429675627
428,1.0893798189306225
429,1.0895977384775917
430,1.0898157016171885
431,1.0900337083581333
432,1.0902517587091483
433,1.090469852678957
434,1.0906879902762852
435,1.0909061715098596
436,1.0911243963884099
437,1.0913426649206663
438,1.0915609771153616
439,1.09177933298123
440,1.0919977325270074
441,1.0922161757614315
442,1.0924346626932417
443,1.0926531933311794
444,1.0928717676839876
445,1.0930903857604108
446,1.0933090475691958
447,1.0935277531190903
448,1.093746502418845
449,1.093965295477211
450,1.0941841323029422
451,1.0944030129047935
452,1.0946219372915218
453,1.0948409054718862
454,1.0950599174546471
455,1.0952789732485666
456,1.0954980728624086
457,1.0957172163049391
458,1.0959364035849253
459,1.0961556347111368
460,1.0963749096923443
461,1.0965942285373205
462,1.0968135912548402
463,1.0970329978536795
464,1.0972524483426165
465,1.097471942730431
466,1.0976914810259042
467,1.0979110632378197
468,1.0981306893749625
469,1.0983503594461195
470,1.098570073460079
471,1.0987898314256315
472,1.099009633351569
473,1.0992294792466855
474,1.0994493691197764
475,1.0996693029796392
476,1.0998892808350729
477,1.1001093026948785
478,1.1003293685678583
479,1.1005494784628171
480,1.100769632388561
481,1.1009898303538976
482,1.101210072367637
483,1.1014303584385903
484,1.101650688575571
485,1.1018710627873938
486,1.1020914810828755
487,1.1023119434708348
488,1.1025324499600917
489,1.1027530005594683
490,1.1029735952777884
491,1.1031942341238776
492,1.1034149171065633
493,1.1036356442346744
494,1.1038564155170418
495,1.1040772309624982
496,1.104298090579878
497,1.1045189943780171
498,1.1047399423657538
499,1.1049609345519273
500,1.1051819709453796
501,1.1054030515549536
502,1.1056241763894943
503,1.1058453454578485
504,1.106066558768865
505,1.1062878163313936
506,1.1065091181542868
507,1.1067304642463982
508,1.1069518546165833
509,1.1071732892736998
510,1.107394768226607
511,1.1076162914841652
512,1.1078378590552376
513,1.1080594709486886
514,1.1082811271733843
515,1.108502827738193
516,1.108724572651984
517,1.1089463619236295
518,1.1091681955620023
519,1.1093900735759779
520,1.109611995974433
521,1.1098339627662464
522,1.1100559739602982
523,1.110278029565471
524,1.1105001295906487
525,1.1107222740447171
526,1.1109444629365637
527,1.111166696275078
528,1.1113889740691507
529,1.1116112963276752
530,1.1118336630595458
531,1.112056074273659
532,1.1122785299789133
533,1.1125010301842082
534,1.112723574898446
535,1.1129461641305303
536,1.1131687978893658
537,1.1133914761838604
538,1.1136141990229225
539,1.1138369664154628
540,1.1140597783703943
541,1.1142826348966306
542,1.114505536003088
543,1.1147284816986847
544,1.1149514719923397
545,1.1151745068929748
546,1.115397586409513
547,1.1156207105508793
548,1.1158438793260006
549,1.1160670927438052
550,1.1162903508132236
551,1.1165136535431879
552,1.1167370009426318
553,1.1169603930204912
554,1.1171838297857035
555,1.1174073112472078
556,1.1176308374139454
557,1.1178544082948592
558,1.1180780238988934
559,1.1183016842349949
560,1.1185253893121114
561,1.1187491391391935
562,1.1189729337251924
563,1.119196773079062
564,1.1194206572097576
565,1.1196445861262363
566,1.1198685598374571
567,1.120092578352381
568,1.12031664167997
569,1.1205407498291886
570,1.1207649028090032
571,1.1209891006283814
572,1.1212133432962932
573,1.1214376308217098
574,1.1216619632136047
575,1.121886340480953
576,1.1221107626327314
577,1.1223352296779185
578,1.1225597416254953
579,1.1227842984844436
580,1.1230089002637476
581,1.123233546972393
582,1.1234582386193679
583,1.1236829752136615
584,1.123907756764265
585,1.1241325832801716
586,1.1243574547703759
587,1.124582371243875
588,1.124807332709667
589,1.1250323391767523
590,1.1252573906541328
591,1.1254824871508124
592,1.1257076286757972
593,1.125932815238094
594,1.1261580468467125
595,1.1263833235106637
596,1.1266086452389603
597,1.1268340120406173
598,1.1270594239246507
599,1.127284880900079
600,1.1275103829759225
601,1.1277359301612029
602,1.1279615224649437
603,1.1281871598961708
604,1.1284128424639113
605,1.1286385701771942
606,1.1288643430450505
607,1.129090161076513
608,1.1293160242806162
609,1.1295419326663965
610,1.1297678862428917
611,1.1299938850191422
612,1.1302199290041894
613,1.1304460182070772
614,1.1306721526368506
615,1.1308983323025572
616,1.1311245572132456
617,1.1313508273779669
618,1.1315771428057737
619,1.1318035035057201
620,1.1320299094868627
621,1.1322563607582594
622,1.1324828573289702
623,1.1327093992080566
624,1.1329359864045823
625,1.1331626189276123
626,1.1333892967862138
627,1.1336160199894558
628,1.133842788546409
629,1.1340696024661463
630,1.1342964617577416
631,1.1345233664302712
632,1.1347503164928132
633,1.1349773119544473
634,1.1352043528242552
635,1.1354314391113205
636,1.1356585708247282
637,1.1358857479735656
638,1.1361129705669215
639,1.1363402386138868
640,1.1365675521235536
641,1.1367949111050166
642,1.137022315567372
643,1.1372497655197178
644,1.1374772609711536
645,1.1377048019307812
646,1.1379323884077042
647,1.1381600204110274
648,1.1383876979498584
649,1.138615421033306
650,1.1388431896704807
651,1.1390710038704954
652,1.1392988636424641
653,1.1395267689955035
654,1.1397547199387315
655,1.1399827164812675
656,1.1402107586322339
657,1.1404388464007535
658,1.1406669797959523
659,1.140895158826957
660,1.1411233835028967
661,1.1413516538329023
662,1.1415799698261064
663,1.1418083314916434
664,1.1420367388386496
665,1.1422651918762634
666,1.1424936906136245
667,1.1427222350598745
668,1.1429508252241574
669,1.1431794611156183
670,1.1434081427434046
671,1.1436368701166653
672,1.1438656432445515
673,1.1440944621362161
674,1.1443233268008133
675,1.1445522372474997
676,1.1447811934854335
677,1.1450101955237748
678,1.1452392433716856
679,1.1454683370383296
680,1.1456974765328722
681,1.145926661864481
682,1.1461558930423255
683,1.1463851700755763
684,1.1466144929734063
685,1.1468438617449908
686,1.1470732763995057
687,1.1473027369461302
688,1.1475322433940438
689,1.147761795752429
690,1.1479913940304698
691,1.1482210382373517
692,1.1484507283822625
693,1.1486804644743915
694,1.14891024652293
695,1.1491400745370712
696,1.14936994852601
697,1.1495998684989435
698,1.14982983446507
699,1.1500598464335898
700,1.1502899044137056
701,1.1505200084146214
702,1.1507501584455433
703,1.150980354515679
704,1.1512105966342383
705,1.1514408848104327
706,1.1516712190534755
707,1.151901599372582
708,1.1521320257769692
709,1.152362498275856
710,1.1525930168784633
711,1.1528235815940135
712,1.153054192431731
713,1.1532848494008423
714,1.1535155525105754
715,1.1537463017701601
716,1.1539770971888286
717,1.1542079387758142
718,1.1544388265403525
719,1.154669760491681
720,1.1549007406390388
721,1.155131766991667
722,1.1553628395588083
723,1.155593958349708
724,1.1558251233736119
725,1.1560563346397692
726,1.1562875921574296
727,1.1565188959358457
728,1.1567502459842713
729,1.1569816423119623
730,1.1572130849281763
731,1.1574445738421733
732,1.157676109063214
733,1.157907690600562
734,1.1581393184634825
735,1.1583709926612424
736,1.1586027132031107
737,1.1588344800983577
738,1.159066293356256
739,1.1592981529860804
740,1.1595300589971067
741,1.1597620113986131
742,1.1599940101998798
743,1.1602260554101882
744,1.1604581470388222
745,1.1606902850950673
746,1.160922469588211
747,1.1611547005275424
748,1.1613869779223525
749,1.1616193017819343
750,1.161851672115583
751,1.1620840889325945
752,1.162316552242268
753,1.1625490620539038
754,1.1627816183768038
755,1.1630142212202725
756,1.1632468705936156
757,1.163479566506141
758,1.1637123089671586
759,1.1639450979859798
760,1.164177933571918
761,1.1644108157342885
762,1.1646437444824085
763,1.164876719825597
764,1.1651097417731748
765,1.1653428103344647
766,1.1655759255187914
767,1.1658090873354812
768,1.1660422957938625
769,1.1662755509032656
770,1.1665088526730223
771,1.166742201112467
772,1.1669755962309352
773,1.1672090380377644
774,1.1674425265422945
775,1.1676760617538668
776,1.1679096436818244
777,1.1681432723355127
778,1.1683769477242785
779,1.168610669857471
780,1.1688444387444406
781,1.16907825439454
782,1.1693121168171237
783,1.1695460260215482
784,1.1697799820171717
785,1.1700139848133544
786,1.170248034419458
787,1.1704821308448465
788,1.1707162740988857
789,1.1709504641909432
790,1.1711847011303884
791,1.1714189849265928
792,1.1716533155889293
793,1.1718876931267734
794,1.1721221175495018
795,1.1723565888664935
796,1.172591107087129
797,1.1728256722207913
798,1.1730602842768645
799,1.1732949432647353
800,1.1735296491937914
801,1.1737644020734237
802,1.1739992019130234
803,1.174234048721985
804,1.174468942509704
805,1.1747038832855778
806,1.1749388710590063
807,1.1751739058393906
808,1.175408987636134
809,1.175644116458642
810,1.1758792923163213
811,1.1761145152185808
812,1.1763497851748315
813,1.176585102194486
814,1.1768204662869586
815,1.1770558774616662
816,1.1772913357280268
817,1.177526841095461
818,1.1777623935733903
819,1.1779979931712392
820,1.1782336398984332
821,1.1784693337644003
822,1.1787050747785701
823,1.1789408629503741
824,1.179176698289246
825,1.1794125808046205
826,1.179648510505935
827,1.179884487402629
828,1.180120511504143
829,1.18035658281992
830,1.1805927013594049
831,1.180828867132044
832,1.181065080147286
833,1.1813013404145811
834,1.1815376479433821
835,1.1817740027431427
836,1.1820104048233193
837,1.1822468541933697
838,1.182483350862754
839,1.1827198948409336
840,1.1829564861373723
841,1.1831931247615357
842,1.1834298107228913
843,1.1836665440309082
844,1.1839033246950579
845,1.1841401527248134
846,1.1843770281296497
847,1.1846139509190436
848,1.1848509211024743
849,1.185087938689422
850,1.1853250036893694
851,1.1855621161118015
852,1.1857992759662042
853,1.1860364832620658
854,1.1862737380088766
855,1.1865110402161287
856,1.186748389893316
857,1.1869857870499347
858,1.1872232316954823
859,1.1874607238394583
860,1.1876982634913649
861,1.187935850660705
862,1.188173485356984
863,1.1884111675897098
864,1.1886488973683909
865,1.1888866747025386
866,1.189124499601666
867,1.1893623720752882
868,1.1896002921329216
869,1.1898382597840853
870,1.1900762750382994
871,1.190314337905087
872,1.1905524483939718
873,1.1907906065144809
874,1.1910288122761419
875,1.1912670656884854
876,1.1915053667610431
877,1.1917437155033492
878,1.1919821119249394
879,1.1922205560353516
880,1.1924590478441255
881,1.1926975873608023
882,1.192936174594926
883,1.1931748095560417
884,1.1934134922536968
885,1.1936522226974404
886,1.1938910008968238
887,1.1941298268613998
888,1.1943687006007238
889,1.194607622124352
890,1.1948465914418438
891,1.1950856085627595
892,1.1953246734966618
893,1.1955637862531154
894,1.1958029468416864
895,1.1960421552719434
896,1.1962814115534566
897,1.1965207156957978
898,1.1967600677085417
899,1.1969994676012639
900,1.1972389153835423
901,1.197478411064957
902,1.1977179546550893
903,1.1979575461635232
904,1.1981971855998443
905,1.19843687297364
906,1.1986766082944997
907,1.198916391572015
908,1.1991562228157786
909,1.1993961020353858
910,1.1996360292404342
911,1.1998760044405223
912,1.2001160276452512
913,1.2003560988642237
914,1.2005962181070446
915,1.2008363853833206
916,1.2010766007026603
917,1.2013168640746743
918,1.2015571755089751
919,1.2017975350151768
920,1.202037942602896
921,1.2022783982817506
922,1.2025189020613611
923,1.2027594539513495
924,1.2030000539613397
925,1.2032407021009577
926,1.2034813983798314
927,1.2037221428075902
928,1.2039629353938663
929,1.204203776148293
930,1.204444665080506
931,1.2046856022001429
932,1.204926587516843
933,1.2051676210402473
934,1.2054087027799998
935,1.205649832745745
936,1.2058910109471306
937,1.206132237393805
938,1.2063735120954198
939,1.2066148350616277
940,1.2068562063020833
941,1.2070976258264439
942,1.2073390936443678
943,1.2075806097655157
944,1.2078221741995503
945,1.2080637869561361
946,1.2083054480449396
947,1.2085471574756288
948,1.2087889152578746
949,1.2090307214013487
950,1.2092725759157255
951,1.2095144788106813
952,1.2097564300958938
953,1.2099984297810433
954,1.2102404778758116
955,1.2104825743898826
956,1.2107247193329418
957,1.2109669127146774
958,1.2112091545447787
959,1.2114514448329377
960,1.2116937835888475
961,1.211936170822204
962,1.2121786065427043
963,1.212421090760048
964,1.2126636234839363
965,1.2129062047240724
966,1.2131488344901615
967,1.2133915127919108
968,1.2136342396390296
969,1.2138770150412284
970,1.2141198390082206
971,1.2143627115497209
972,1.2146056326754462
973,1.2148486023951153
974,1.2150916207184488
975,1.2153346876551694
976,1.215577803215002
977,1.215820967407673
978,1.2160641802429106
979,1.2163074417304458
980,1.2165507518800107
981,1.2167941107013398
982,1.217037518204169
983,1.2172809743982371
984,1.217524479293284
985,1.2177680328990519
986,1.218011635225285
987,1.218255286281729
988,1.2184989860781321
989,1.2187427346242445
990,1.2189865319298177
991,1.2192303780046057
992,1.2194742728583643
993,1.2197182165008513
994,1.2199622089418263
995,1.220206250191051
996,1.220450340258289
997,1.2206944791533056
998,1.2209386668858688
999,1.2211829034657478
1000,1.221427188902714
1001,1.2216715232065407
1002,1.2219159063870033
1003,1.2221603384538793
1004,1.2224048194169477
1005,1.2226493492859898
1006,1.2228939280707884
1007,1.2231385557811292
1008,1.2233832324267988
1009,1.2236279580175866
1010,1.2238727325632832
1011,1.224117556073682
1012,1.2243624285585772
1013,1.2246073500277663
1014,1.2248523204910478
1015,1.2250973399582228
1016,1.2253424084390936
1017,1.225587525943465
1018,1.225832692481144
1019,1.2260779080619388
1020,1.2263231726956605
1021,1.2265684863921211
1022,1.2268138491611353
1023,1.2270592610125197
1024,1.2273047219560926
1025,1.2275502320016745
1026,1.2277957911590878
1027,1.2280413994381567
1028,1.2282870568487074
1029,1.2285327634005685
1030,1.2287785191035698
1031,1.229024323967544
1032,1.2292701780023247
1033,1.2295160812177486
1034,1.2297620336236534
1035,1.2300080352298792
1036,1.2302540860462683
1037,1.2305001860826643
1038,1.2307463353489136
1039,1.230992533854864
1040,1.231238781610365
1041,1.231485078625269
1042,1.2317314249094296
1043,1.2319778204727028
1044,1.2322242653249462
1045,1.2324707594760196
1046,1.232717302935785
1047,1.2329638957141056
1048,1.2332105378208476
1049,1.2334572292658785
1050,1.2337039700590677
1051,1.233950760210287
1052,1.2341975997294101
1053,1.2344444886263122
1054,1.2346914269108713
1055,1.2349384145929665
1056,1.2351854516824794
1057,1.2354325381892937
1058,1.2356796741232943
1059,1.235926859494369
1060,1.2361740943124075
1061,1.2364213785873006
1062,1.236668712328942
1063,1.2369160955472265
1064,1.2371635282520521
1065,1.2374110104533178
1066,1.2376585421609247
1067,1.2379061233847763
1068,1.2381537541347778
1069,1.2384014344208363
1070,1.238649164252861
1071,1.238896943640763
1072,1.2391447725944558
1073,1.2393926511238542
1074,1.2396405792388756
1075,1.239888556949439
1076,1.240136584265465
1077,1.2403846611968774
1078,1.240632787753601
1079,1.2408809639455627
1080,1.2411291897826917
1081,1.241377465274919
1082,1.2416257904321777
1083,1.2418741652644025
1084,1.2421225897815307
1085,1.242371063993501
1086,1.2426195879102546
1087,1.2428681615417343
1088,1.243116784897885
1089,1.2433654579886537
1090,1.2436141808239893
1091,1.2438629534138428
1092,1.244111775768167
1093,1.2443606478969167
1094,1.244609569810049
1095,1.2448585415175224
1096,1.2451075630292983
1097,1.2453566343553388
1098,1.2456057555056095
1099,1.245854926490077
1100,1.2461041473187098
1101,1.246353418001479
1102,1.2466027385483576
1103,1.2468521089693203
1104,1.2471015292743435
1105,1.2473509994734067
1106,1.24760051957649
1107,1.247850089593577
1108,1.2480997095346515
1109,1.2483493794097011
1110,1.2485990992287146
1111,1.2488488690016821
1112,1.249098688738597
1113,1.249348558449454
1114,1.2495984781442497
1115,1.249848447832983
1116,1.2500984675256546
1117,1.2503485372322674
1118,1.2505986569628262
1119,1.2508488267273377
1120,1.2510990465358107
1121,1.251349316398256
1122,1.2515996363246864
1123,1.2518500063251168
1124,1.2521004264095639
1125,1.2523508965880465
1126,1.2526014168705855
1127,1.2528519872672037
1128,1.2531026077879257
1129,1.2533532784427786
1130,1.2536039992417911
1131,1.2538547701949943
1132,1.2541055913124206
1133,1.254356462604105
1134,1.2546073840800847
1135,1.254858355750398
1136,1.2551093776250861
1137,1.255360449714192
1138,1.2556115720277605
1139,1.2558627445758384
1140,1.2561139673684745
1141,1.25636524041572
1142,1.2566165637276276
1143,1.2568679373142524
1144,1.2571193611856515
1145,1.2573708353518835
1146,1.2576223598230096
1147,1.2578739346090928
1148,1.258125559720198
1149,1.2583772351663922
1150,1.2586289609577446
1151,1.2588807371043262
1152,1.2591325636162098
1153,1.2593844405034709
1154,1.2596363677761864
1155,1.2598883454444352
1156,1.2601403735182988
1157,1.2603924520078598
1158,1.260644580923204
1159,1.260896760274418
1160,1.2611489900715918
1161,1.2614012703248156
1162,1.2616536010441832
1163,1.2619059822397898
1164,1.2621584139217328
1165,1.262410896100111
1166,1.2626634287850262
1167,1.2629160119865814
1168,1.2631686457148823
1169,1.2634213299800359
1170,1.2636740647921518
1171,1.2639268501613414
1172,1.2641796860977181
1173,1.2644325726113972
1174,1.2646855097124965
1175,1.2649384974111355
1176,1.2651915357174353
1177,1.2654446246415199
1178,1.2656977641935148
1179,1.2659509543835474
1180,1.2662041952217475
1181,1.2664574867182468
1182,1.266710828883179
1183,1.2669642217266794
1184,1.2672176652588865
1185,1.2674711594899393
1186,1.26772470442998
1187,1.2679783000891525
1188,1.2682319464776024
1189,1.2684856436054779
1190,1.2687393914829286
1191,1.2689931901201064
1192,1.2692470395271656
1193,1.269500939714262
1194,1.2697548906915537
1195,1.2700088924692008
1196,1.2702629450573653
1197,1.2705170484662116
1198,1.2707712027059055
1199,1.2710254077866152
1200,1.2712796637185113
1201,1.271533970511766
1202,1.2717883281765534
1203,1.2720427367230498
1204,1.2722971961614338
1205,1.2725517065018859
1206,1.2728062677545882
1207,1.2730608799297252
1208,1.2733155430374838
1209,1.2735702570880523
1210,1.2738250220916212
1211,1.2740798380583835
1212,1.2743347049985336
1213,1.2745896229222682
1214,1.2748445918397862
1215,1.2750996117612883
1216,1.2753546826969773
1217,1.2756098046570583
1218,1.275864977651738
1219,1.2761202016912254
1220,1.2763754767857316
1221,1.2766308029454694
1222,1.2768861801806541
1223,1.277141608501503
1224,1.277397087918235
1225,1.2776526184410713
1226,1.2779082000802353
1227,1.2781638328459524
1228,1.2784195167484498
1229,1.2786752517979567
1230,1.278931038004705
1231,1.279186875378928
1232,1.279442763930861
1233,1.279698703670742
1234,1.2799546946088103
1235,1.2802107367553077
1236,1.2804668301204782
1237,1.2807229747145672
1238,1.2809791705478226
1239,1.2812354176304945
1240,1.2814917159728347
1241,1.281748065585097
1242,1.2820044664775379
1243,1.282260918660415
1244,1.2825174221439888
1245,1.2827739769385211
1246,1.2830305830542765
1247,1.2832872405015212
1248,1.2835439492905236
1249,1.283800709431554
1250,1.2840575209348848
1251,1.2843143838107907
1252,1.284571298069548
1253,1.2848282637214357
1254,1.2850852807767343
1255,1.2853423492457265
1256,1.285599469138697
1257,1.2858566404659328
1258,1.286113863237723
1259,1.286371137464358
1260,1.2866284631561316
1261,1.2868858403233383
1262,1.2871432689762752
1263,1.287400749125242
1264,1.2876582807805395
1265,1.2879158639524713
1266,1.2881734986513427
1267,1.2884311848874612
