time_hrs,u_value
378,348.49699398797594
379,348.09619238476955
380,347.6953907815631
381,347.2945891783567
382,346.8937875751503
383,346.4929859719439
384,346.09218436873743
385,345.69138276553105
386,345.29058116232466
387,344.8897795591182
388,344.4889779559118
389,344.08817635270543
390,343.687374749499
391,343.28657314629254
392,342.8857715430862
393,342.48496993987976
394,342.0841683366733
395,341.6833667334669
396,341.28256513026054
397,340.8817635270541
398,340.4809619238477
399,340.0801603206413
400,339.67935871743487
401,339.2785571142284
402,338.87775551102203
403,338.47695390781564
404,338.0761523046092
405,337.6753507014028
406,337.2745490981964
407,336.87374749498997
408,336.4729458917835
409,336.07214428857714
410,335.67134268537075
411,335.2705410821643
412,334.8697394789579
413,334.4689378757515
414,334.0681362725451
415,333.6673346693387
416,333.2665330661323
417,332.86573146292585
418,332.4649298597194
419,332.064128256513
420,331.6633266533066
421,331.2625250501002
422,330.8617234468938
423,330.4609218436874
424,330.06012024048096
425,329.6593186372745
426,329.2585170340681
427,328.85771543086173
428,328.4569138276553
429,328.0561122244489
430,327.6553106212425
431,327.25450901803606
432,326.8537074148296
433,326.4529058116233
434,326.05210420841684
435,325.6513026052104
436,325.250501002004
437,324.8496993987976
438,324.44889779559117
439,324.0480961923848
440,323.6472945891784
441,323.24649298597194
442,322.8456913827655
443,322.4448897795591
444,322.0440881763527
445,321.64328657314627
446,321.2424849699399
447,320.8416833667335
448,320.44088176352705
449,320.0400801603206
450,319.6392785571142
451,319.2384769539078
452,318.8376753507014
453,318.436873747495
454,318.0360721442886
455,317.63527054108215
456,317.2344689378757
457,316.83366733466937
458,316.4328657314629
459,316.0320641282565
460,315.6312625250501
461,315.2304609218437
462,314.82965931863725
463,314.42885771543087
464,314.0280561122245
465,313.62725450901803
466,313.2264529058116
467,312.8256513026052
468,312.4248496993988
469,312.02404809619236
470,311.62324649298597
471,311.2224448897796
472,310.82164328657313
473,310.4208416833667
474,310.02004008016036
475,309.6192384769539
476,309.21843687374746
477,308.8176352705411
478,308.4168336673347
479,308.01603206412824
480,307.61523046092185
481,307.21442885771546
482,306.813627254509
483,306.41282565130257
484,306.0120240480962
485,305.6112224448898
486,305.21042084168334
487,304.80961923847696
488,304.40881763527057
489,304.0080160320641
490,303.6072144288577
491,303.2064128256513
492,302.8056112224449
493,302.40480961923845
494,302.00400801603206
495,301.60320641282567
496,301.2024048096192
497,300.8016032064128
498,300.40080160320645
499,300.0
