time_hrs,resistance
424,0.008496993987975952
425,0.008517034068136274
426,0.008537074148296594
427,0.008557114228456914
428,0.008577154308617236
429,0.008597194388777556
430,0.008617234468937876
431,0.008637274549098198
432,0.008657314629258518
433,0.008677354709418838
434,0.00869739478957916
435,0.00871743486973948
436,0.0087374749498998
437,0.008757515030060121
438,0.008777555110220442
439,0.008797595190380762
440,0.008817635270541083
441,0.008837675350701403
442,0.008857715430861725
443,0.008877755511022045
444,0.008897795591182365
445,0.008917835671342687
446,0.008937875751503007
447,0.008957915831663327
448,0.008977955911823649
449,0.008997995991983969
450,0.009018036072144289
451,0.00903807615230461
452,0.00905811623246493
453,0.00907815631262525
454,0.009098196392785573
455,0.009118236472945893
456,0.009138276553106213
457,0.009158316633266534
458,0.009178356713426854
459,0.009198396793587174
460,0.009218436873747496
461,0.009238476953907816
462,0.009258517034068138
463,0.009278557114228458
464,0.009298597194388778
465,0.0093186372745491
466,0.00933867735470942
467,0.00935871743486974
468,0.009378757515030062
469,0.009398797595190382
470,0.009418837675350702
471,0.009438877755511024
472,0.009458917835671344
473,0.009478957915831664
474,0.009498997995991985
475,0.009519038076152305
476,0.009539078156312625
477,0.009559118236472947
478,0.009579158316633267
479,0.009599198396793587
480,0.009619238476953909
481,0.00963927855711423
482,0.009659318637274551
483,0.009679358717434871
484,0.009699398797595191
485,0.009719438877755513
486,0.009739478957915833
487,0.009759519038076153
488,0.009779559118236475
489,0.009799599198396795
490,0.009819639278557115
491,0.009839679358717436
492,0.009859719438877756
493,0.009879759519038077
494,0.009899799599198398
495,0.009919839679358718
496,0.009939879759519038
497,0.00995991983967936
498,0.00997995991983968
499,0.01
